ID;NR;WOJ;POW;MI;NAZWA;ERR
67992;SG158-641;warmińsko-mazurskie;inny;Elganowo;Działka rekreacyjna na sprzedaż Elganowo;brak lokalizacji warmińsko-mazurskie, inny, Elganowo
68007;SM105-9378;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68011;WD144-717;podlaskie;suwalski;Suwałki;Dom w zabudowie szeregowej na wynajem Suwałki, Północ II;brak lokalizacji podlaskie, suwalski, Suwałki
68012;WD144-716;podlaskie;suwalski;Suwałki;Dom w zabudowie szeregowej na wynajem Suwałki, Północ II;brak lokalizacji podlaskie, suwalski, Suwałki
68022;SD198-146;małopolskie;krakowski;Kraków;Dom bliźniak na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
68047;SM105-9379;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68057;SM105-9387;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68074;SM105-9393;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie na sprzedaż w nowym budynku Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68077;SM105-9392;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie w budynku mieszkalnym na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68080;SM105-9391;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie na sprzedaż w nowym budynku Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68085;SM105-9390;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie na sprzedaż w nowym budynku Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68092;SM105-9389;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68096;SM105-9388;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68101;SM105-9400;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68102;SM105-9399;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie na sprzedaż w nowym budynku Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68103;SM105-9398;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie w budynku mieszkalnym na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68104;SM105-9397;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie na sprzedaż w nowym budynku Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68105;SM105-9395;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie na sprzedaż w nowym budynku Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
68120;SO105-9402;zachodniopomorskie;koszaliński;Koszalin;Inny komercyjny na sprzedaż Koszalin;miasto (Koszalin) znalezionej lokazizacji nie pasuje (Kraśnik Koszaliński) - lokalizacja zachodniopomorskie, koszaliński, Koszalin
68235;WL189-511;wielkopolskie;kaliski;Kalisz;Lokal handlowy na wynajem Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
68321;SM189-514;wielkopolskie;kaliski;Kalisz;Mieszkanie na sprzedaż w kamienicy Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
68337;WL198-163;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków, Czyżyny;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
68339;WL198-162;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków, Czyżyny;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
68519;SD201-10;dolnośląskie;lubiński;Owczary;Dom z warsztatem na sprzedaż Owczary;brak lokalizacji dolnośląskie, lubiński, Owczary
68623;SG158-646;lubelskie;puławski;Końskowola;Działka budowlana na sprzedaż Końskowola;brak lokalizacji lubelskie, puławski, Końskowola
68830;WL198-181;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
68873;SD189-520;wielkopolskie;kaliski;Kalisz;Dom bliźniak na sprzedaż Kalisz, Majków;brak lokalizacji wielkopolskie, kaliski, Kalisz
68882;SG198-182;małopolskie;krakowski;Kraków;Grunt inwestycyjny na sprzedaż Kraków, Dębniki;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
68894;SG147-724;warmińsko-mazurskie;giżycki;Pierkunowo;Działka budowlana na sprzedaż Pierkunowo;brak lokalizacji warmińsko-mazurskie, giżycki, Pierkunowo
68900;SD175-122;dolnośląskie;kłodzki;Lądek Zdrój;Dwór na sprzedaż Lądek Zdrój;miasto (Lądek Zdrój) znalezionej lokazizacji nie pasuje (Lądek-Zdrój) - lokalizacja dolnośląskie, kłodzki, Lądek Zdrój
68904;SO158-650;mazowieckie;inny;Przystałowice Duże;Hala produkcyjna na sprzedaż Przystałowice Duże;brak lokalizacji mazowieckie, inny, Przystałowice Duże
68915;SD175-123;dolnośląskie;kłodzki;Lądek Zdrój;Dwór na sprzedaż Lądek Zdrój;miasto (Lądek Zdrój) znalezionej lokazizacji nie pasuje (Lądek-Zdrój) - lokalizacja dolnośląskie, kłodzki, Lądek Zdrój
69017;SG198-171;małopolskie;krakowski;Kraków;Grunt rolny na sprzedaż Kraków, Zakamycze;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69063;SM198-183;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Prądnik Czerwony;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69087;SG198-186;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków, Dębniki;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69126;SO201-14;dolnośląskie;lubiński;Owczary;Warsztat na sprzedaż Owczary;brak lokalizacji dolnośląskie, lubiński, Owczary
69233;WL144-298;podlaskie;suwalski;Suwałki;Lokal handlowy na wynajem Suwałki, os. Północ II;brak lokalizacji podlaskie, suwalski, Suwałki
69303;SG198-194;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69388;WL158-653;mazowieckie;radomski;Radom;Lokal usługowy na wynajem Radom;miasto (Radom) znalezionej lokazizacji nie pasuje (Drożanki) - lokalizacja mazowieckie, radomski, Radom
69468;SM198-200;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Krowodrza;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69512;SM198-203;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69771;SG196-58;łódzkie;inny;Tuszyn;Działka budowlana na sprzedaż Tuszyn;brak lokalizacji łódzkie, inny, Tuszyn
69829;SM198-210;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69866;SD198-212;małopolskie;krakowski;Kraków;Dom bliźniak na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69885;SM155-457;dolnośląskie;wrocławski;Wrocław;Mieszkanie na sprzedaż w bloku Wrocław;miasto (Wrocław) znalezionej lokazizacji nie pasuje (Kamieniec Wrocławski) - lokalizacja dolnośląskie, wrocławski, Wrocław
69934;SD122-2152;łódzkie;łódzki wschodni;Łódź;Dom wolnostojący na sprzedaż Łódź, Widzew;miasto (Łódź) znalezionej lokazizacji nie pasuje (Andrespol) - lokalizacja łódzkie, łódzki wschodni, Łódź
69958;WL,WM198-222;małopolskie;krakowski;Kraków;na wynajem Lokal Kraków, Wieczysta;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69959;SM198-221;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Wieczysta;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
69980;SM198-225;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Azory;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
70070;SG152-2087;lubuskie;zielonogórski;Zielona Góra;Działka budowlana na sprzedaż Zielona Góra, Ochla;brak lokalizacji lubuskie, zielonogórski, Zielona Góra
70214;SD198-243;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
70246;SG144-724;podlaskie;suwalski;Suwałki;Grunt rolny na sprzedaż Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
70319;SM198-249;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
70327;SD181-475;śląskie;myszkowski;Mrzygłód;Dom wolnostojący na sprzedaż Mrzygłód;miasto (Mrzygłód) znalezionej lokazizacji nie pasuje (Myszków) - lokalizacja śląskie, myszkowski, Mrzygłód
70336;SG198-254;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
70523;SM198-274;małopolskie;krakowski;Kraków;Mieszkanie w budynku mieszkalnym na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
70629;SG152-2113;lubuskie;zielonogórski;Zielona Góra;Działka budowlana na sprzedaż Zielona Góra, Ochla;brak lokalizacji lubuskie, zielonogórski, Zielona Góra
70763;SD198-294;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków, Wolica;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
70768;SM198-291;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Grzegórzki;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
70787;SM198-298;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w nowym budynku Kraków, Nowa Huta;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
70975;SD198-309;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków, Podgórze Duchackie;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71039;WM198-319;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w kamienicy Kraków, Krowodrza;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71049;WM198-316;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Podgórze;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71061;SM198-324;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71083;SD198-327;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71099;SG198-330;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71129;SG198-338;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71143;SG156-5419;dolnośląskie;legnicki;Legnica;Grunt inwestycyjny na sprzedaż Legnica, Przybków;brak lokalizacji dolnośląskie, legnicki, Legnica
71145;WM198-339;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w nowym budynku Kraków, Nowa Huta;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71210;WL144-731;podlaskie;suwalski;Suwałki;Lokal biurowy na wynajem Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
71238;WL144-733;podlaskie;suwalski;Suwałki;Lokal biurowy na wynajem Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
71239;WL144-732;podlaskie;suwalski;Suwałki;Lokal biurowy na wynajem Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
71355;SD189-539;wielkopolskie;kaliski;Kalisz;Dom wolnostojący na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
71409;SG189-540;wielkopolskie;kaliski;Kalisz;Działka budowlana na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
71577;WL198-401;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71680;SG198-412;małopolskie;krakowski;Kraków;Grunt rolny na sprzedaż Kraków, Borek Fałęcki;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71743;SM198-416;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71904;SD155-464;dolnośląskie;wrocławski;Oława;Dom bliźniak na sprzedaż Oława;brak lokalizacji dolnośląskie, wrocławski, Oława
71944;SM198-429;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Mistrzejowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
71950;SD094-1386;dolnośląskie;lubański;Szklary Górne;Dom wolnostojący na sprzedaż Szklary Górne;brak lokalizacji dolnośląskie, lubański, Szklary Górne
72024;SG144-746;podlaskie;suwalski;Suwałki;Grunt rolny na sprzedaż Suwałki, Smolniki;brak lokalizacji podlaskie, suwalski, Suwałki
72029;SG198-433;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72031;SG198-431;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72049;SG198-434;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72155;SM198-439;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72160;WL158-659;mazowieckie;radomski;Radom;Lokal usługowy na wynajem Radom;miasto (Radom) znalezionej lokazizacji nie pasuje (Drożanki) - lokalizacja mazowieckie, radomski, Radom
72182;SL144-747;podlaskie;suwalski;Suwałki;Lokal usługowy na sprzedaż Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
72194;SM198-446;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72204;SD198-454;małopolskie;krakowski;Węgrzce Wielkie;Dom wolnostojący na sprzedaż Węgrzce Wielkie;brak lokalizacji małopolskie, krakowski, Węgrzce Wielkie
72234;SM198-453;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72235;SM198-452;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72241;SM198-449;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72266;SM030-11729;pomorskie;słupski;Poddąbie;Apartament na sprzedaż Poddąbie;brak lokalizacji pomorskie, słupski, Poddąbie
72338;SL198-465;małopolskie;krakowski;Kraków;Lokal usługowy na sprzedaż Kraków, Krowodrza;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72359;SM189-555;wielkopolskie;kaliski;Kalisz;Mieszkanie na sprzedaż w bloku Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
72367;SD152-2181;wielkopolskie;leszczyński;Leszno;Dom wolnostojący na sprzedaż Leszno;brak lokalizacji wielkopolskie, leszczyński, Leszno
72370;SD189-554;wielkopolskie;kaliski;Kalisz;Dom wolnostojący na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
72374;WG189-556;wielkopolskie;kaliski;Kalisz;Grunt inwestycyjny na wynajem Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
72467;WL198-480;małopolskie;krakowski;Kraków;Lokal biurowy na wynajem Kraków, Grzegórzki;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72538;SD086-517;zachodniopomorskie;policki;Bezrzecze;Dom bliźniak na sprzedaż Bezrzecze;brak lokalizacji zachodniopomorskie, policki, Bezrzecze
72611;SD015-10619;dolnośląskie;jeleniogórski;Jelenia Góra;Dom w zabudowie szeregowej na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
72612;SD015-10618;dolnośląskie;jeleniogórski;Jelenia Góra;Dom w zabudowie szeregowej na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
72613;SD015-10617;dolnośląskie;jeleniogórski;Jelenia Góra;Dom w zabudowie szeregowej na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
72614;SD015-10616;dolnośląskie;jeleniogórski;Jelenia Góra;Dom w zabudowie szeregowej na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
72727;SM102-3089;warmińsko-mazurskie;olsztyński;Olsztyn;Apartament na sprzedaż Olsztyn;miasto (Olsztyn) znalezionej lokazizacji nie pasuje (Barczewko) - lokalizacja warmińsko-mazurskie, olsztyński, Olsztyn
72778;WL189-560;wielkopolskie;kaliski;Kalisz;Lokal usługowy na wynajem Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
72811;SD198-501;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków, Bieżanów;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72848;SM189-561;wielkopolskie;kaliski;Kalisz;Mieszkanie na sprzedaż w bloku Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
72864;SM189-563;wielkopolskie;kaliski;Kalisz;Mieszkanie na sprzedaż w bloku Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
72889;SD198-513;małopolskie;krakowski;Kraków;Dom bliźniak na sprzedaż Kraków, Krzesławice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
72908;SG025-7802;śląskie;zawierciański;Siewierz;Działka budowlana na sprzedaż Siewierz, Poręba;brak lokalizacji śląskie, zawierciański, Siewierz
72913;WM198-512;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w bloku Kraków, Czyżyny;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
73127;WO158-670;mazowieckie;radomski;Radom;Budynek handlowy na wynajem Radom, Śródmieście;miasto (Radom) znalezionej lokazizacji nie pasuje (Drożanki) - lokalizacja mazowieckie, radomski, Radom
73147;SG122-2166;łódzkie;piotrkowski;Piotrków Trybunalski;Grunt inwestycyjny na sprzedaż Piotrków Trybunalski;brak lokalizacji łódzkie, piotrkowski, Piotrków Trybunalski
73158;SO030-11779;pomorskie;słupski;Krzynia;Pensjonat na sprzedaż Krzynia;brak lokalizacji pomorskie, słupski, Krzynia
73173;SG122-2167;łódzkie;piotrkowski;Piotrków;Grunt inwestycyjny na sprzedaż Piotrków;miasto (Piotrków) znalezionej lokazizacji nie pasuje (Aleksandrów) - lokalizacja łódzkie, piotrkowski, Piotrków
73288;SG198-522;małopolskie;krakowski;Kraków;Grunt inwestycyjny na sprzedaż Kraków, Bielany;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
73383;SG181-501;śląskie;myszkowski;Huta Stara;Działka budowlana na sprzedaż Huta Stara;miasto (Huta Stara) znalezionej lokazizacji nie pasuje (Stara Huta) - lokalizacja śląskie, myszkowski, Huta Stara
73407;WL198-531;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
73408;WL198-530;małopolskie;krakowski;Kraków;Lokal usługowy na wynajem Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
73464;SD120-13546;śląskie;;oświęcim;Dom wolnostojący na sprzedaż oświęcim;brak lokalizacji śląskie, oświęcim
73465;SD120-13545;śląskie;tyski;Tychy;Dom wolnostojący na sprzedaż Tychy;brak lokalizacji śląskie, tyski, Tychy
73657;SM189-577;wielkopolskie;kaliski;Kalisz;Mieszkanie na sprzedaż w bloku Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
73691;SO030-11813;pomorskie;słupski;Krzynia;Pensjonat na sprzedaż Krzynia;brak lokalizacji pomorskie, słupski, Krzynia
73838;SG146-1833;dolnośląskie;wschowski;Wągroda;Działka rekreacyjna na sprzedaż Wągroda;brak lokalizacji dolnośląskie, wschowski, Wągroda
73841;SG015-10673;dolnośląskie;jeleniogórski;Jelenia Góra;Działka budowlana na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
73842;SG015-10672;dolnośląskie;jeleniogórski;Jelenia Góra;Działka budowlana na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
73843;SG015-10671;dolnośląskie;jeleniogórski;Jelenia Góra;Działka budowlana na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
73844;SG015-10670;dolnośląskie;jeleniogórski;Jelenia Góra;Działka budowlana na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
73878;SM105-9711;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
73879;SM105-9710;zachodniopomorskie;kamieński;Łukęcin;Mieszkanie na sprzedaż w nowym budynku Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
73880;SM105-9709;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
73882;SD205-1;wielkopolskie;koniński;Konin;Dom wolnostojący na sprzedaż Konin;miasto (Konin) znalezionej lokazizacji nie pasuje (Adamów) - lokalizacja wielkopolskie, koniński, Konin
73889;SD015-10686;dolnośląskie;jeleniogórski;Jelenia Góra;Dom w zabudowie szeregowej na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
73915;WL041-15328;dolnośląskie;wrocławski;Wrocław;Lokal biurowy na wynajem Wrocław;miasto (Wrocław) znalezionej lokazizacji nie pasuje (Kamieniec Wrocławski) - lokalizacja dolnośląskie, wrocławski, Wrocław
73916;WL041-15327;dolnośląskie;wrocławski;Wrocław;Lokal handlowy na wynajem Wrocław;miasto (Wrocław) znalezionej lokazizacji nie pasuje (Kamieniec Wrocławski) - lokalizacja dolnośląskie, wrocławski, Wrocław
73949;SG198-553;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków, Łuczanowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
73995;SD152-2268;lubuskie;wschowski;Pszczółkowo;Dom wolnostojący na sprzedaż Pszczółkowo;brak lokalizacji lubuskie, wschowski, Pszczółkowo
74004;SM205-2;małopolskie;inny;Szczawnica;Mieszkanie na sprzedaż w nowym budynku Szczawnica;brak lokalizacji małopolskie, inny, Szczawnica
74021;WL196-80;łódzkie;piotrkowski;Piotrków Trybunalski;Lokal usługowy na wynajem Piotrków Trybunalski;brak lokalizacji łódzkie, piotrkowski, Piotrków Trybunalski
74043;SD,SG,SO189-582;wielkopolskie;kaliski;Kalisz;Dom wolnostojący na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
74046;SD189-581;wielkopolskie;kaliski;Kalisz;Dom wolnostojący na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
74063;SM198-557;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w nowym budynku Kraków, Prądnik Czerwony;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
74065;SD198-556;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
74067;SG015-10688;dolnośląskie;jeleniogórski;Jelenia Góra;Działka budowlana na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
74068;SG015-10687;dolnośląskie;jeleniogórski;Jelenia Góra;Działka budowlana na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
74078;SD144-758;podlaskie;suwalski;Suwałki;Dom wolnostojący na sprzedaż Suwałki, Potasznia;brak lokalizacji podlaskie, suwalski, Suwałki
74081;SG198-562;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków, Swoszowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
74137;SD201-61;dolnośląskie;inny;Chocianów;Dom wolnostojący na sprzedaż Chocianów;brak lokalizacji dolnośląskie, inny, Chocianów
